protein1	protein2	organism1	organism2	org1.taxid	org2.taxid
H2A2R5	H2A1Z0	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2R5	H2A234	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2R5	H2A242	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2R5	H2A248	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2R5	H2A252	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2R5	H2A276	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2R5	H2A281	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2R5	H2A298	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2R5	H2A2C1	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2R5	H2A2C4	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2R5	H2A2F7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2R5	H2A2G7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2R5	H2A2H2	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2R5	H2A2H7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2R5	H2A2U2	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2R5	H2A2U9	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2S1	D3XDZ0	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
H2A2S1	H2A0X6	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2S1	H2A284	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2S1	H2A2C4	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2S1	H2A2D3	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2S1	H2A2F7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2T4	A0A1S5YGY4	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2T4	A0A1S5YH14	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2T4	D3XDT9	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2T4	YP_214113	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2U1	H2A2C8	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2U1	H2A2D6	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2U2	H2A241	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2U2	H2A269	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2U2	H2A2C1	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2U2	H2A2C5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2U2	H2A2D6	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2U9	D3XDL1	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
H2A2U9	H2A2C4	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2U9	H2A2D3	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2W1	A0A1S5YH01	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2W1	A0A1S5YH03	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2W1	D3XDZ0	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
H2A2W1	H2A1K9	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2W1	Q83151	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2W9	A0A1S5YGJ7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2W9	A0A1S5YGL8	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2W9	A0A1S5YGM5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2W9	A0A1S5YGM7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2W9	A0A1S5YGP5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2W9	A0A1S5YGU2	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2W9	A0A1S5YGX3	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2W9	A0A1S5YGZ1	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2W9	A0A1S5YH01	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2W9	A0A1S5YH03	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2W9	H2A1C7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2W9	H2A2W9	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A2Y5	H2A1C7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A335	D3XDZ0	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
H2A335	H2A1K9	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A335	H2A1W4	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A335	H2A242	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A335	H2A2E5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A335	H2A2F7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A335	H2A2U9	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A335	H2A2X8	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A335	Q83145	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A363	A0A1S5YGL2	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A363	A0A1S5YGM5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A363	A0A1S5YGM7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A363	A0A1S5YGU2	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A363	A0A1S5YGW1	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A363	A0A1S5YGY4	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A363	A0A1S5YH03	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A363	D3XDX3	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
H2A363	Q83145	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A363	Q83147	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A363	Q83151	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A363	YP_214108	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A365	A0A1S5YGI6	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A365	A0A1S5YGL0	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A365	A0A1S5YGL2	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A365	A0A1S5YGL6	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A365	A0A1S5YGP5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A365	A0A1S5YGR5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A365	A0A1S5YGS0	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A365	A0A1S5YH00	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A365	A0A1S5YH01	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A365	H2A0X6	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A365	H2A2W9	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	A8E0M7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A1W4	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A254	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A281	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A284	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A285	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A286	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A291	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A292	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A2C1	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A2C4	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A2C8	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A2D3	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A2E5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A2F7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A2H7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A2R5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A2S1	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A2U9	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A366	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A366	H2A3A1	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A3A1	H2A241	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A3A1	H2A2C8	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A3B2	H2A248	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A3B2	H2A252	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A3B2	H2A2C1	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
H2A3B2	H2A2C4	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A291L564	H3BLV9	Human papillomavirus type 16	Homo sapiens	333760	9606
NP_040314	H3BLV9	Alphapapillomavirus 7	Homo sapiens	337042	9606
NP_751927	H3BS72	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
NP_751925	H3BSP9	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
NP_751927	H7C2N1	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
NP_803144	H7C4W7	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
A0MK22	H9L3L2	Influenza A virus (A/chicken/Shanxi/2/2006(H5N1))	Gallus gallus	404408	9031
H9XIJ5	O75410	Influenza A virus (A/Victoria/3/1975(H3N2))	Homo sapiens	392809	9606
H9XIJ5	P0CG48	Influenza A virus (A/Victoria/3/1975(H3N2))	Homo sapiens	392809	9606
H9XIJ5	P30876	Influenza A virus (A/Victoria/3/1975(H3N2))	Homo sapiens	392809	9606
H9XIJ5	Q12824	Influenza A virus (A/Victoria/3/1975(H3N2))	Homo sapiens	392809	9606
H9XIJ5	Q14134	Influenza A virus (A/Victoria/3/1975(H3N2))	Homo sapiens	392809	9606
H9XIJ5	Q16587	Influenza A virus (A/Victoria/3/1975(H3N2))	Homo sapiens	392809	9606
H9XIJ5	Q2QGD7	Influenza A virus (A/Victoria/3/1975(H3N2))	Homo sapiens	392809	9606
H9XIJ5	Q2TAA8	Influenza A virus (A/Victoria/3/1975(H3N2))	Homo sapiens	392809	9606
H9XIJ5	Q9BRH9	Influenza A virus (A/Victoria/3/1975(H3N2))	Homo sapiens	392809	9606
H9XIJ5	Q9H1D9	Influenza A virus (A/Victoria/3/1975(H3N2))	Homo sapiens	392809	9606
H9XIJ5	Q9H3M7	Influenza A virus (A/Victoria/3/1975(H3N2))	Homo sapiens	392809	9606
H9XIJ5	Q9HAU4	Influenza A virus (A/Victoria/3/1975(H3N2))	Homo sapiens	392809	9606
I2CNP5	G1K7V1	Human alphaherpesvirus 3	Human alphaherpesvirus 3	10335	10335
I2CNP5	I2CNP5	Human alphaherpesvirus 3	Human alphaherpesvirus 3	10335	10335
I2CNP5	Q6QCN9	Human alphaherpesvirus 3	Human alphaherpesvirus 3	10335	10335
I2CNP5	Q6QCQ5	Human alphaherpesvirus 3	Human alphaherpesvirus 3	10335	10335
I2CNQ8	I2CNQ8	Human alphaherpesvirus 3	Human alphaherpesvirus 3	10335	10335
I2CNS4	A8I3G1	Human alphaherpesvirus 3	Human alphaherpesvirus 3	10335	10335
B8YEA9	I3L0A0	Human herpesvirus 5 strain AD169	Homo sapiens	10360	9606
NP_751920	I3L3D5	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
H8Y6L2	I3L3W6	Alkhumra hemorrhagic fever virus	Homo sapiens	172148	9606
Q8QXP6	I3L3W6	Japanese encephalitis virus	Homo sapiens	11072	9606
Q0PL21	I3LUD5	TGEV Miller M60	Sus scrofa	398810	9823
NP_803144	J3KN01	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
NP_803144	J3KNC5	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
Q8JU44	J3KNF5	West Nile virus	Homo sapiens	11082	9606
Q20MH8	J3KP27	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
J9Z5B4	J3KQE5	Human mastadenovirus C	Homo sapiens	129951	9606
NP_043127	J3KQE5	Macaca mulatta polyomavirus 1	Homo sapiens	1891767	9606
NP_040313	J3KR72	Alphapapillomavirus 7	Homo sapiens	337042	9606
NP_751927	J3KTA1	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
A0A1Z4VJ61	K7EM18	HBV genotype B	Homo sapiens	489460	9606
Q9E7P0	K7EMX4	Dengue virus 2	Homo sapiens	11060	9606
O56232	K7EQ78	Bovine leukemia virus	Homo sapiens	11901	9606
L0N5H7	A0A181ZHB1	Human alphaherpesvirus 1 strain RH2	Human alphaherpesvirus 1 strain 17	946522	10299
L0N5H7	B9VQE2	Human alphaherpesvirus 1 strain RH2	Human alphaherpesvirus 1 strain 17	946522	10299
L0N688	A0A181ZH46	Human alphaherpesvirus 1 strain RH2	Human alphaherpesvirus 1 strain 17	946522	10299
L0N6B0	A0A181ZH46	Human alphaherpesvirus 1 strain RH2	Human alphaherpesvirus 1 strain 17	946522	10299
O56232	M0QY76	Bovine leukemia virus	Homo sapiens	11901	9606
M1VNY3	D6REE5	Mumps rubulavirus	Homo sapiens	1979165	9606
NP_040944	NP_040944	Coconut foliar decay alphasatellite	Coconut foliar decay alphasatellite	1458187	1458187
NP_043126	NP_043125	Macaca mulatta polyomavirus 1	Macaca mulatta polyomavirus 1	1891767	1891767
NP_043127	NP_043127	Macaca mulatta polyomavirus 1	Macaca mulatta polyomavirus 1	1891767	1891767
NP_579876	NP_579876	Human immunodeficiency virus 1	Human immunodeficiency virus 1	11676	11676
NP_579880	NP_579880	Human immunodeficiency virus 1	Human immunodeficiency virus 1	11676	11676
NP_579883	NP_787043	Human immunodeficiency virus 1	Human immunodeficiency virus 1	11676	11676
NP_579894	NP_579894	Human immunodeficiency virus 1	Human immunodeficiency virus 1	11676	11676
NP_579895	NP_579895	Human immunodeficiency virus 1	Human immunodeficiency virus 1	11676	11676
NP_705926	NP_705926	Human immunodeficiency virus 1	Human immunodeficiency virus 1	11676	11676
NP_705927	NP_705927	Human immunodeficiency virus 1	Human immunodeficiency virus 1	11676	11676
NP_705927	NP_789739	Human immunodeficiency virus 1	Human immunodeficiency virus 1	11676	11676
NP_705928	NP_705927	Human immunodeficiency virus 1	Human immunodeficiency virus 1	11676	11676
NP_705928	NP_705928	Human immunodeficiency virus 1	Human immunodeficiency virus 1	11676	11676
NP_705928	NP_789740	Human immunodeficiency virus 1	Human immunodeficiency virus 1	11676	11676
NP_722460	NP_733807	Dengue virus 1	Dengue virus 1	11053	11053
NP_734169	NP_734164	Clover yellow vein virus	Clover yellow vein virus	12198	12198
NP_734171	NP_734170	Clover yellow vein virus	Clover yellow vein virus	12198	12198
NP_734194	NP_734194	Soybean mosaic virus	Soybean mosaic virus	12222	12222
NP_734194	NP_734200	Soybean mosaic virus	Soybean mosaic virus	12222	12222
NP_734200	NP_734200	Soybean mosaic virus	Soybean mosaic virus	12222	12222
NP_734202	NP_734198	Soybean mosaic virus	Soybean mosaic virus	12222	12222
NP_734202	NP_734202	Soybean mosaic virus	Soybean mosaic virus	12222	12222
NP_734212	NP_734205	Tobacco etch virus	Tobacco etch virus	12227	12227
NP_734265	NP_734265	Wheat streak mosaic virus	Wheat streak mosaic virus	31741	31741
NP_734265	NP_734266	Wheat streak mosaic virus	Wheat streak mosaic virus	31741	31741
NP_734265	NP_734267	Wheat streak mosaic virus	Wheat streak mosaic virus	31741	31741
NP_734265	NP_734269	Wheat streak mosaic virus	Wheat streak mosaic virus	31741	31741
NP_734266	NP_734266	Wheat streak mosaic virus	Wheat streak mosaic virus	31741	31741
NP_734266	NP_734267	Wheat streak mosaic virus	Wheat streak mosaic virus	31741	31741
NP_734266	NP_734269	Wheat streak mosaic virus	Wheat streak mosaic virus	31741	31741
NP_734267	NP_734267	Wheat streak mosaic virus	Wheat streak mosaic virus	31741	31741
NP_734267	NP_734269	Wheat streak mosaic virus	Wheat streak mosaic virus	31741	31741
NP_734269	NP_734269	Wheat streak mosaic virus	Wheat streak mosaic virus	31741	31741
NP_734274	NP_734274	Wheat streak mosaic virus	Wheat streak mosaic virus	31741	31741
NP_734334	NP_734338	Tobacco vein mottling virus	Tobacco vein mottling virus	12228	12228
NP_734338	NP_734335	Tobacco vein mottling virus	Tobacco vein mottling virus	12228	12228
NP_734343	NP_734343	Plum pox virus	Plum pox virus	12211	12211
NP_734359	NP_734359	Potato virus A	Potato virus A	12215	12215
NP_734360	NP_734359	Potato virus A	Potato virus A	12215	12215
NP_734360	NP_734360	Potato virus A	Potato virus A	12215	12215
NP_734360	NP_734363	Potato virus A	Potato virus A	12215	12215
NP_734361	NP_734359	Potato virus A	Potato virus A	12215	12215
NP_734361	NP_734361	Potato virus A	Potato virus A	12215	12215
NP_734361	NP_734366	Potato virus A	Potato virus A	12215	12215
NP_734363	NP_734359	Potato virus A	Potato virus A	12215	12215
NP_734363	NP_734361	Potato virus A	Potato virus A	12215	12215
NP_734365	NP_734359	Potato virus A	Potato virus A	12215	12215
NP_734365	NP_734361	Potato virus A	Potato virus A	12215	12215
NP_734365	NP_734365	Potato virus A	Potato virus A	12215	12215
NP_734365	NP_734366	Potato virus A	Potato virus A	12215	12215
NP_734366	NP_734359	Potato virus A	Potato virus A	12215	12215
NP_734366	NP_734366	Potato virus A	Potato virus A	12215	12215
NP_734367	NP_734359	Potato virus A	Potato virus A	12215	12215
NP_734367	NP_734361	Potato virus A	Potato virus A	12215	12215
NP_734367	NP_734366	Potato virus A	Potato virus A	12215	12215
NP_734368	NP_734368	Potato virus A	Potato virus A	12215	12215
NP_734420	NP_734420	Pea seed-borne mosaic virus	Pea seed-borne mosaic virus	12208	12208
NP_734425	NP_734425	Pea seed-borne mosaic virus	Pea seed-borne mosaic virus	12208	12208
NP_734426	NP_734421	Pea seed-borne mosaic virus	Pea seed-borne mosaic virus	12208	12208
NP_734426	NP_734425	Pea seed-borne mosaic virus	Pea seed-borne mosaic virus	12208	12208
NP_734426	NP_734426	Pea seed-borne mosaic virus	Pea seed-borne mosaic virus	12208	12208
NP_734426	NP_734427	Pea seed-borne mosaic virus	Pea seed-borne mosaic virus	12208	12208
NP_734428	NP_734428	Pea seed-borne mosaic virus	Pea seed-borne mosaic virus	12208	12208
NP_739583	NP_739582	Dengue virus 2	Dengue virus 2	11060	11060
NP_739584	NP_739584	Dengue virus 2	Dengue virus 2	11060	11060
NP_739586	NP_739587	Dengue virus 2	Dengue virus 2	11060	11060
NP_739589	NP_739587	Dengue virus 2	Dengue virus 2	11060	11060
NP_739590	NP_739587	Dengue virus 2	Dengue virus 2	11060	11060
NP_739591	NP_739591	Dengue virus 2	Dengue virus 2	11060	11060
NP_740472	NP_740472	Enterovirus C	Enterovirus C	138950	138950
NP_740472	NP_740473	Enterovirus C	Enterovirus C	138950	138950
NP_740473	NP_740473	Enterovirus C	Enterovirus C	138950	138950
NP_740476	NP_740473	Enterovirus C	Enterovirus C	138950	138950
NP_740477	NP_740477	Enterovirus C	Enterovirus C	138950	138950
NP_740478	NP_740478	Enterovirus C	Enterovirus C	138950	138950
NP_751919	NP_751919	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751920	NP_751919	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751920	NP_751921	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751920	NP_751927	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751921	NP_803144	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751923	NP_751923	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751923	NP_751925	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751925	NP_751925	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751926	NP_751923	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751926	NP_751925	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751926	NP_751926	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751926	NP_751927	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751927	NP_751919	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751927	NP_751923	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751927	NP_751925	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751927	NP_751927	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751928	NP_751919	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751928	NP_751923	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751928	NP_751925	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751928	NP_751926	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751928	NP_751927	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751928	NP_751928	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_751928	NP_803144	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_775499	NP_775499	Tick-borne encephalitis virus	Tick-borne encephalitis virus	11084	11084
NP_775503	NP_775501	Tick-borne encephalitis virus	Tick-borne encephalitis virus	11084	11084
NP_775503	NP_775502	Tick-borne encephalitis virus	Tick-borne encephalitis virus	11084	11084
NP_775503	NP_775503	Tick-borne encephalitis virus	Tick-borne encephalitis virus	11084	11084
NP_775504	NP_775503	Tick-borne encephalitis virus	Tick-borne encephalitis virus	11084	11084
NP_775504	NP_775507	Tick-borne encephalitis virus	Tick-borne encephalitis virus	11084	11084
NP_775506	NP_775507	Tick-borne encephalitis virus	Tick-borne encephalitis virus	11084	11084
NP_775507	NP_775503	Tick-borne encephalitis virus	Tick-borne encephalitis virus	11084	11084
NP_775998	NP_775998	Yellow fever virus	Yellow fever virus	11089	11089
NP_776000	NP_740305	Yellow fever virus	Yellow fever virus	11089	11089
NP_776002	NP_776002	Yellow fever virus	Yellow fever virus	11089	11089
NP_776011	NP_776011	West Nile virus	West Nile virus	11082	11082
NP_783304	NP_783308	Feline calicivirus	Feline calicivirus	11978	11978
NP_783305	NP_783304	Feline calicivirus	Feline calicivirus	11978	11978
NP_783306	NP_783304	Feline calicivirus	Feline calicivirus	11978	11978
NP_783307	NP_783308	Feline calicivirus	Feline calicivirus	11978	11978
NP_783308	NP_783308	Feline calicivirus	Feline calicivirus	11978	11978
NP_789740	NP_705926	Human immunodeficiency virus 1	Human immunodeficiency virus 1	11676	11676
NP_789740	NP_705927	Human immunodeficiency virus 1	Human immunodeficiency virus 1	11676	11676
NP_803144	NP_751923	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_803144	NP_751925	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_803144	NP_751926	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_803144	NP_751927	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_803144	NP_803144	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	41856	41856
NP_828860	NP_828867	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus	694009	694009
NP_828861	NP_828861	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus	694009	694009
NP_828862	NP_828861	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus	694009	694009
NP_828862	NP_828862	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus	694009	694009
NP_828862	NP_828871	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus	694009	694009
NP_828863	NP_828862	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus	694009	694009
NP_828863	NP_828863	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus	694009	694009
